class,"(1, 1)","(1, 3)","(1, 5)","(1, 7)","(1, 9)","(3, 1)","(3, 3)","(3, 5)","(3, 7)","(3, 9)","(5, 1)","(5, 3)","(5, 5)","(5, 7)","(5, 9)","(7, 1)","(7, 3)","(7, 5)","(7, 7)","(7, 9)","(9, 1)","(9, 3)","(9, 5)","(9, 7)","(9, 9)"
n01531178_1006,3.86370396614075,2.66522097587585,2.79070663452148,4.41760158538818,4.90083885192871,3.36249947547913,1.81858205795288,1.17425131797791,4.36726474761963,4.95487022399902,2.75200772285461,0.830720126628876,0.423580467700958,2.45857977867126,4.9951171875,3.09501504898071,1.08476686477661,1.47714674472809,3.04954528808594,4.68377351760864,3.02020525932312,1.2989387512207,1.870276927948,4.03570747375488,5.24186611175537
n01531178_10080,0.751625418663025,2.7357006072998,3.45283222198486,3.38873243331909,4.1666145324707,0.868772387504578,2.53508186340332,1.53323686122894,4.13347816467285,3.56855988502502,0.196424379944801,1.2810138463974,0.876012802124023,2.6623842716217,3.03095006942749,0.294657111167908,0.393497556447983,1.39962029457092,1.7571622133255,1.52900409698486,0.654219090938568,0.617966294288635,0.867324233055115,0.633079469203949,1.10202264785767
n01531178_10090,6.13922119140625,6.19249486923218,6.80411577224731,7.12533235549927,6.60693264007568,5.85129117965698,4.65304946899414,3.67886304855347,7.0920205116272,7.02458572387695,6.50092792510986,5.1128888130188,3.36020135879517,5.68397521972656,6.97984933853149,7.02497529983521,6.26885223388672,6.61349868774414,6.64232110977173,6.89737224578857,6.80898809432983,8.14770793914795,7.25873184204102,6.17367839813232,6.48191785812378
n01531178_1012,8.94070625305176,7.39652633666992,9.9037275314331,10.809326171875,10.1555433273315,6.50641775131226,6.28801012039185,8.20905876159668,8.9599609375,8.82531356811523,5.60372734069824,5.49441719055176,6.08423900604248,6.52957439422607,7.70052623748779,7.77646112442017,5.65931367874146,6.82128381729126,6.92274761199951,8.51170063018799,8.57668685913086,6.87197399139404,5.81721830368042,4.75227451324463,9.12213611602783
n01531178_10178,5.11348056793213,3.58285760879517,2.17387795448303,4.47465229034424,5.97095489501953,4.04872465133667,2.31631660461426,1.97243356704712,2.86893796920776,5.7578125,4.23623323440552,3.98469138145447,5.71407699584961,3.03215169906616,5.2191367149353,3.63322973251343,3.57025337219238,5.77002859115601,5.30641651153564,5.70861864089966,5.37450265884399,4.58181047439575,4.45538806915283,3.85483121871948,5.6272439956665
n01531178_10224,5.00114631652832,2.48141074180603,1.74181962013245,3.65748834609985,7.21879148483276,3.6970329284668,0.317265450954437,0.18606024980545,3.02074003219604,7.01187038421631,2.81811475753784,0.778080880641937,0.690594434738159,7.51210355758667,6.60417413711548,2.73708915710449,0.113251097500324,3.77599787712097,6.64196300506592,7.80470705032349,3.49548554420471,2.74957203865051,4.13165426254273,5.92661952972412,5.96711540222168
n01531178_10241,5.50533819198608,5.10457229614258,5.55234479904175,5.46270370483398,5.99335098266602,0.759616315364838,0.065460495650768,2.12506723403931,4.25321769714356,5.54242992401123,0.743897318840027,0.003392062848434,0.341554701328278,1.81627094745636,5.0671968460083,3.47469139099121,0.794051587581635,0.295926213264465,1.1737687587738,3.44777250289917,4.21158504486084,3.36850929260254,2.56654405593872,2.98913478851318,4.37955379486084
n01531178_10261,4.42762565612793,0.932442367076874,0.610729515552521,2.20453357696533,3.8211669921875,0.593522012233734,0.019619921222329,0.067496247589588,0.308088719844818,2.49317646026611,0.250597059726715,0.138890072703361,0.599500119686127,0.675013601779938,1.58636271953583,3.0562219619751,0.553479492664337,0.819481909275055,1.56486821174622,2.54131674766541,3.95332622528076,3.23058462142944,3.28044891357422,3.62359976768494,3.86131000518799
n01531178_10263,5.3263783454895,4.02693843841553,3.55912518501282,3.73437142372131,5.13993263244629,3.53467583656311,0.906293451786041,1.34193015098572,3.24910354614258,5.67448425292969,2.57248258590698,0.612326800823212,1.21496891975403,3.79635381698608,5.38351011276245,3.86243891716003,3.72755908966064,2.69746828079224,0.483798533678055,3.8070011138916,5.27604866027832,3.98750352859497,2.8984751701355,3.65372943878174,6.27316665649414
n01531178_10271,3.70897531509399,3.13658142089844,3.12044024467468,2.7776403427124,3.08830761909485,2.50000977516174,0.752397894859314,0.103637531399727,1.12510669231415,2.25406312942505,1.59608972072601,0.012230400927365,0.013912602327764,0.024453910067678,0.733244597911835,2.15812492370605,0.0620241984725,0.03649452328682,0.180356979370117,0.531880736351013,3.1753556728363,2.3385214805603,1.22738587856293,1.74359381198883,1.85051083564758
n01531178_10306,8.59903335571289,5.6778736114502,3.64440393447876,3.80802512168884,4.71581029891968,5.67029666900635,0.901882529258728,0.07563079148531,1.74715256690979,2.9062762260437,5.41221904754639,2.14514350891113,1.18867564201355,2.38780546188354,3.54865002632141,6.40560626983643,3.70947861671448,0.165078178048134,0.549046814441681,6.63752174377441,8.48531436920166,5.44061660766602,3.36293697357178,3.59372782707214,9.68862342834473
n01531178_1043,2.00329041481018,1.98793375492096,1.89358711242676,2.80172538757324,5.3070707321167,1.17654061317444,0.139587447047234,0.615573227405548,1.95445263385773,4.04057025909424,0.504354238510132,0.585250198841095,1.15093159675598,5.6263952255249,3.97264719009399,0.410637855529785,0.125780060887337,0.37683892250061,3.27006793022156,5.00583934783936,2.09563803672791,0.82166975736618,1.31764018535614,2.99803304672241,5.08663082122803
n01531178_10443,5.40518236160278,4.2706036567688,5.31376552581787,5.58497714996338,5.63238620758057,4.0721435546875,3.50438904762268,5.94235849380493,6.5445990562439,6.16903877258301,3.71123671531677,3.67179775238037,6.71904277801514,5.50950336456299,5.76392269134522,0.568022847175598,1.06446421146393,4.30039215087891,0.780491471290588,3.17010688781738,1.50201666355133,0.738768041133881,4.24348735809326,3.64066171646118,2.19803285598755
n01531178_10450,6.0645866394043,6.43064403533936,6.42561292648315,7.863112449646,6.79206800460815,5.66433620452881,5.35361671447754,4.00588512420654,5.68876171112061,7.2621603012085,6.335768699646,6.50223636627197,8.82506084442139,7.70219802856445,7.68945169448853,6.33911657333374,6.84780740737915,5.84305477142334,6.76310348510742,7.70571231842041,5.80770492553711,6.36706161499023,6.88226652145386,6.8383469581604,6.17879009246826
n01531178_10484,2.31697654724121,0.650696218013763,0.210498124361038,0.230467021465301,1.19959855079651,1.51470804214478,0.659636974334717,0.072568073868752,0.064531199634075,0.35732114315033,1.17120087146759,0.546620309352875,0.164926961064339,0.262186408042908,0.273989260196686,0.904375195503235,0.399837017059326,0.068091876804829,0.317782461643219,2.4721257686615,1.43971633911133,0.568355858325958,1.34853768348694,3.23096990585327,4.83457851409912
n01531178_10553,3.14526224136353,1.63168334960938,0.531636416912079,0.725158989429474,4.27054452896118,2.99247765541077,0.386611580848694,0.361955344676971,0.261003315448761,3.44919633865356,1.58623087406158,0.198783457279205,0.183436080813408,0.165059179067612,2.42667198181152,2.24008202552795,0.240606635808945,0.55913645029068,1.41798198223114,4.43009090423584,4.11641407012939,4.41945600509644,5.77694034576416,6.27712821960449,4.91626739501953
n01531178_10565,4.47305774688721,2.71996736526489,5.60425567626953,5.86133193969727,5.8406023979187,3.18015003204346,0.156758025288582,4.50806331634522,5.32009887695313,4.49753904342651,4.54828023910522,0.632493734359741,4.2877721786499,4.56409549713135,4.28263664245606,5.05668115615845,3.80688166618347,4.38420677185059,1.52518236637115,6.34703683853149,4.84692716598511,1.88828420639038,4.13082361221314,2.7739565372467,4.39384174346924
n01531178_10581,2.02813744544983,4.03980684280396,6.35534477233887,3.35379934310913,3.05245876312256,0.536076188087463,1.22019636631012,4.23226833343506,1.36690473556519,2.28340148925781,0.015983549878001,0.119347006082535,0.035524554550648,1.84995341300964,2.98808932304382,0.046295195817947,0.033245489001274,0.323477178812027,1.13704216480255,2.1837682723999,0.182855114340782,0.028798207640648,0.064718931913376,0.248171895742416,1.4039363861084
n01531178_1059,5.02350044250488,4.75693082809448,3.40912699699402,3.72863698005676,4.87881994247437,4.22482204437256,2.94413113594055,0.540424704551697,1.10618209838867,3.28404688835144,2.68360185623169,0.476755529642105,0.084669634699822,0.356132417917252,2.33736205101013,1.52802348136902,0.591709852218628,0.797928035259247,0.22083480656147,2.01398015022278,2.84412121772766,2.67460489273071,1.53966999053955,2.26248598098755,4.0369758605957
n01531178_10609,4.9433970451355,3.94594860076904,2.40448617935181,1.76661586761475,4.38109397888184,4.54682683944702,1.48054218292236,0.137987345457077,0.283559113740921,1.1441798210144,5.69471549987793,2.12208127975464,0.16969695687294,0.100274845957756,2.91402411460876,2.50537800788879,2.71906089782715,2.59573793411255,3.22093653678894,3.44665479660034,1.48986351490021,4.24277210235596,6.02264928817749,5.53185749053955,6.3704309463501
n01531178_10630,5.67287731170654,5.92398309707642,5.45305442810059,4.97749853134155,5.19223928451538,4.84568214416504,4.94520854949951,5.37126445770264,5.85631465911865,6.18538427352905,3.90295624732971,4.03448677062988,3.57063865661621,7.74824571609497,6.03204011917114,4.39283752441406,4.98217105865479,4.19344329833984,4.47498607635498,5.20925569534302,4.95857572555542,4.71643924713135,4.4299054145813,6.1853837966919,5.77657794952393
n01531178_10633,3.27742648124695,3.12504839897156,4.13566875457764,3.5628514289856,3.70267677307129,1.64365184307098,2.52672052383423,2.85701203346252,2.6793429851532,3.55102872848511,0.17033688724041,4.47098636627197,2.64707326889038,4.50204610824585,3.53406882286072,0.79956716299057,2.6877908706665,4.11446571350098,2.25444722175598,2.82972097396851,3.30153489112854,2.5916485786438,2.2081983089447,0.876323759555817,2.14127039909363
n01531178_10634,4.45602464675903,4.0613751411438,3.82929015159607,5.59512567520142,5.0237340927124,4.41007995605469,4.28414344787598,3.130530834198,7.21629190444946,4.55759525299072,2.7949686050415,3.49221849441528,5.28147792816162,10.1753759384155,5.17321157455444,3.65307950973511,2.89833927154541,4.72179079055786,5.65314817428589,5.86949443817139,3.3540096282959,3.33458423614502,4.54339981079102,5.19971466064453,5.2505521774292
n01531178_10679,2.28091096878052,2.4114842414856,4.14742946624756,3.50659489631653,5.79977655410767,1.44041013717651,1.88681972026825,2.75277900695801,4.58617782592773,6.5825138092041,0.162942230701447,0.42846155166626,4.19637870788574,2.12895846366882,3.57657432556152,0.39311820268631,0.585099637508392,1.43916821479797,3.30718231201172,2.7520489692688,2.91009545326233,1.55637788772583,2.16630387306213,3.08785057067871,2.8823652267456
